ID,title,key_words
24040048,00_Effects of tier 1 content literacy intervention on early-grade English learners’ reading and writing: Exploring the mediating roles of domain-specific vocabulary and oral language proficiency,"content literacy intervention, English learners, reading, argumentative writing, mediation"
24040049,00_Sustained use of data-based writing instruction before and during the COVID-19 pandemic,"teacher education, writing instruction, special education, data-based decision making, implementation science"
24040050,00_Does classroom matter in bilingual students’ Chinese language achievement? A multilevel analysis of the compositional effect and person–context interactions,"compositional effect, classroom goal structure, second language, hierarchical linear modeling, home language use"
24040051,00_Complex dynamics: Investigation of within- and between-person relationships between achievement emotions and emotion regulation during exam preparation through dynamic network modeling,"well-being, regulation, reappraisal, suppression, ambulatory"
24040052,"00_Effects of peers’ emotions on students’ emotions, achievement goals, mental effort, and performance","emotion transmission, achievement emotions, achievement goals, performance, observational learning"
24040053,"00_Ethnic/racial discrimination, school cultural socialization, and negative affect: Daily diaries reveal African American, Asian American, and Latinx adolescents’ resilience","cultural socialization, discrimination, adolescence, resilience"
24040054,00_Promoting effective teaching and learning through a professional development program: A randomized controlled trial,"professional development, randomized controlled trial, early childhood education, classroom quality"
24040055,00_Estimating the effect of intervention compliance on long-term outcome trajectories: Application of the latent adherence growth curve model in a cluster-randomized trial of the good behavior game,"compliance, school-based randomised controlled trials, latent growth modeling, multilevel structural equation modeling, Good Behavior Game"
24040056,00_Mature number sense predicts middle school students’ mathematics achievement,"number sense, mathematical cognition, mathematics education, problem solving"
24040057,00_Gender cognitions before and after graduating from single-sex versus coeducational high schools: A longitudinal study using propensity score matching,"single-sex schooling, gender salience, gender stereotypes, gender equality, cross-lagged design"
24040058,00_Improving concept learning in education via category construction,"transfer of learning, categorization, classroom instruction, science learning"
24040059,00_Preparation for future conceptual learning: Content-specific long-term effects of early physics instruction,"physics education, spiral curriculum, knowledge transfer, science learning, quasirandomized within-classroom design"
24040060,00_A process-oriented analysis of speech and silent intervals in responses to serial naming tasks,"RAN components, pause time, articulation time, reading fluency"
24050001,00_Checking gender bias: Parents and mentors perceive less chess potential in girls,"gender bias, gender segregation, field-specific ability beliefs, chess, parents"
24050002,00_Immediate cross-language transfer of novel articulatory plans in bilingual speech,"phonetics, bilinguals, speech production, articulation, sensorimotor adaptation"
24050003,00_The adaptive flexibility of rhythmic attentional sampling in attending to multiple targets,"attention, oscillation, sampling, flexibility"
24050004,00_Judgments during perceptual comparisons predict distinct forms of memory updating,"visual working memory, perceptual comparisons, memory bias, memory replacement"
24050005,00_Testing the flexibility of ensemble coding: Limitations in cross-modal ensemble perception,"ensemble coding, vision, taste, cross-modal"
24050006,00_Associations between executive functions assessed in different contexts in a genetically informative sample,"cognitive control, executive control, heritability, environmental contexts"
24050007,00_Object-based encoding constrains storage in visual working memory,"visual working memory, capacity limits, object-based encoding, object-based pointer, wholereport"
24050008,00_Interaction between top-down decision-driven congruency effect and bottom-up input-driven congruency effect is correlated with conscious awareness,"access consciousness, top-down, bottom-up, Stroop priming"
24050009,"00_Lying is sometimes ethical, but honesty is the best policy: The desire to avoid harmful lies leads to moral preferences for unconditional honesty","honesty, moral judgment, uncertainty, decision making, information avoidance"
24050010,00_Colorfulness influences perceptions of valence and arousal,"color, emotion, arousal, valence, chroma"
24050011,00_Premature predictions: Accurate forecasters are not viewed as more competent for earlier predictions,"uncertainty, forecasting, predictions, open science"
24050012,00_How do numbers shift spatial attention? Both processing depth and counting habits matter,"attention shift, conceptual cueing, spatial–numerical associations, numerical cognition"
24050013,00_The development of modal intuitions: A test of two accounts,"possibility, modal reasoning, intuition, reflection, development"
24050014,00_Demands on perceptual and mnemonic fidelity are a key determinant of age-related cognitive decline throughout the lifespan,"long-term memory, short-term memory, perception, aging, lifespan"
24050015,00_The format of the cognitive map depends on the structure of the environment,"cognitive map, spatial cognition, environmental structure, Euclidean map, cognitive graph"
24050016,00_A novel electroencephalography-based paradigm to measure intergroup prosociality: An intergenerational study in the aftermath of the genocide against Tutsis in Rwanda,"intergroup biases, war-torn societies, transmission, prosociality, EEG"
24050017,00_Transparency about lagging diversity numbers signals genuine progress,"diversity, transparency, disclosure, intergroup relations, race"
24050018,00_Sticky tradition impedes selection of creative ideas,"creativity, innovation, cognitive control, motion-tracking, response dynamics"
24050019,00_Visual cues and food intake: A preregistered replication of Wansink et al. (2005),"preregistered replication, eating behavior, visual cues, portion size, consumption"
24050020,00_Nonverbal displays of dominance and prestige: Evidence for cross-cultural and early-emerging recognition,"dominance, prestige, nonverbal behavior"
24050021,00_The development of orthography and phonology coupling in the ventral occipito-temporal cortex and its relation to reading,"phonology, orthography, functional magnetic resonance imaging, the left fusiform, reading"
24050022,00_Rethinking egocentric bias: A computer mouse-tracking study of adult belief processing,"theory of mind, false belief task, egocentric bias, automaticity, mouse tracking"
24050023,00_Learning where to be flexible: Using environmental cues to regulate cognitive control,"cognitive flexibility, cognitive control, context, task-switching, associative learning"
24050024,00_Temporal crowding with central vision reveals the fragility of visual representations,"crowding, estimation task, mixture model, fovea, precision"
24050025,00_Remembering our darkest moments: Reminiscence bumps for highly negative life events,"autobiographical memory, emotion, reminiscence bump, cultural life scripts, age–crime curve"
24050026,00_The construction and use of cognitive maps in model-based control,"cognitive map, behavioral representational similarity, reinforcement learning, two-step task"
24050027,00_We are wanderers: Abstract geometry reflects spatial navigation,"abstract thought, geometry, navigation, object recognition, spatial language"
24050028,00_The benefits of difference-education interventions in lower-resourced institutions,"social class, achievement gap, intervention, difference-education"
24050029,00_Directional uncertainty in chase and escape dynamics,"predictive processing, visuomotor task, interception, children, chasing and escaping dynamics"
24050030,"00_Aging, emotion, and cognition: The role of strategies","emotion, cognition, aging, strategies, arithmetic"
24050031,00_Absolute and relative stability of loss aversion across contexts,"loss aversion, risky choice, prospect theory, context effects, computational modeling"
24050032,00_Conveying and detecting listening during live conversation,"listening, conversation, perceptual accuracy, mind perception, interpersonal relations"
24050033,"00_Variable search for orientation, uniformly optimal search for identity","visual search, eye movements, strategy, individual differences"
24050034,00_The role of loudness in vocal intimidation,"vocal communication, voice, loudness, body size, strength"
24050035,"00_Saccadic selection in visual working memory is robust across the visual field and linked to saccade metrics: Evidence from nine experiments and more than 100,000 trials","visual working memory, eye movements, saccades, attention, selection"
24050036,00_Task-adaptive changes to the target template in response to distractor context: Separability versus similarity,"attentional template, visual search, distractor context, attentional shifting, simultaneous contrast effect"
24050037,00_The universal law of generalization holds for naturalistic stimuli,"generalization, similarity, perception, natural images, representations"
24050038,00_When detecting a salient target makes search more effortful,"attentional capture, visual search, search modes, mental effort, physical effort"
24050039,00_Children’s third-party punishment does not change depending on the prospect of future interaction,"deterrence, development, fairness, punishment, reward"
24050040,00_Development of reasoning performance in Raven’s matrices is grounded in the development of effective strategy use,"fluid intelligence, Raven’s matrices, strategy use, working memory capacity, cognitive development"
24050041,00_Weaker semantic priming effects with number words in the second language of math learning,"numerical cognition, priming distance effect, bilingualism, language of mathematical learning"
24050042,00_Interdependent behavior only benefits employees from working-class backgrounds when it is both enacted and valued,"social class, cultural mismatch, inequality, sense of fit, values and behavior"
24050043,00_Social class perception is driven by stereotype-related facial features,"social class, facial features, person perception, reverse correlation, stereotypes"
24050044,"00_Pancultural nostalgia in action: Prevalence, triggers, and psychological functions of nostalgia across cultures","nostalgia, culture, emotion, memory, well-being"
24050045,00_Surprisingly good talk: Misunderstanding others creates a barrier to constructive confrontation,"confrontation, conversation, interpersonal relationships, social cognition, well-being"
24050046,00_Longitudinal assessments of functional near-infrared spectroscopy background functional connectivity in low- and middle-income infants during a social cognition task,"functional near-infrared spectroscopy, social processing, infancy, functional connectivity, early adversity"
24050047,00_Over- and underweighting of extreme values in decisions from sequential samples,"decision making, numerical cognition, computational modeling, adaptive cognition"
24050048,00_Intentional forgetting needs intentional remembering,"episodic memory, forgetting, suppression, think/no-think, retrieval-induced forgetting"
24050049,"00_Psychological freedom, rationality, and the naive theory of reasoning","theory of mind, control, rationality, reasoning, freedom"
24050050,00_Evidence from the future,"causality, causal learning, time, generalization"
24050051,00_Dynamic saccade context triggers more stable object-location binding,"spatiotopic, retinotopic, object-location binding, visual stability"
24050052,00_The developmental trajectories of children’s reorientation to global and local properties of environmental geometry,"spatial cognition, reorientation, development, geometry, navigation"
24050053,00_Summarized attribute preferences have unique antecedents and consequences,"abstraction, attraction, covariation detection, situation selection, stated preferences"
24050054,00_How and when does a used (vs. unused) account affect consumption behavior?,"used, consumption, spending, relative judgments, accounts"
24050055,00_Can speech perception deficits cause phonological impairments? Evidence from short-term memory for ambiguous speech,"speech perception, dyslexia, developmental language disorder, verbal short-term memory, language development"
24050056,00_Dual routes of chunking social interaction: Insights from grouping two agent actions in working memory,"social interaction, social chunking, cognitive chunking, working memory"
24050057,00_Distance in depth: A comparison of explicit and implicit numerical distances in the horizontal and radial dimensions,"numerical distance effect, physical distance, numerical cognition, spatial–numerical associations"
24050058,"00_Deep distortions in everyday memory: Fact memory is illogical, too","deep distortions, gist memory, incompatibility, memory for everyday facts, fuzzy-trace theory"
24050059,00_(Don't) look where you are going: Evidence for a travel direction signal in humans that is independent of head direction,"spatial cognition, path integration, motion adaptation, sensory recalibration, virtual reality"
24050060,"00_Mapping words to the world: Adults, but not children, understand how mismatching descriptions refer","reference, grammar, descriptions, object representation, false description"
24050061,00_Do large language models show decision heuristics similar to humans? A case study using GPT-3.5.,"natural language processing, Large Language Models, ChatGPT, heuristics"
24050062,00_Stress reduction experiments in daily life: Scaling from the lab to the world,"paced breathing, stress, blood pressure, positive emotions, ecological momentary assessment"
24050063,"00_Ready to help, no matter what you did: Responsibility attribution does not influence compassion in expert Buddhist practitioners","mindfulness, prosocial motivation, altruism, evolutionary, comparative ethics"
24050064,"00_Similar social attention, physiological arousal, and familiarity effect in autistic and neurotypical children: A real-life recreational eye-tracking paradigm","autistic and neurotypical children, wearable eye-tracking and real-life social attention, electrodermal activity, social anxiety and alexithymia, conversational topics"
24050065,00_Deep neural network decodes aspects of stimulus-intrinsic memorability inaccessible to humans,"visual memory, deep neural network, memorability"
24050066,00_Limitations to optimal search in naturalistic active learning,"active learning, optimal search, semantic congruence, word embeddings, computational modeling"
24050067,00_Using “balanced pragmatism” in political discussions increases cross-partisan respect,"wisdom, politics, morality, political polarization"
24050068,00_Efficiency neglect: Why people are pessimistic about the effects of increasing population,"economic pessimism, immigration, lay economics"
24050069,00_Collectives closer to the self are anticipated to have a brighter future: Self-enhancement in collective cognition,"collective future thinking, Centrality of Event Scale, positivity bias, agency, and moral decline"
24050070,00_Equality and efficiency shape cooperation in multiple-public-goods provision problems,"social dilemma, tragedy of the commons, decision making, fairness"
24050071,00_Proximity to rewards modulates parameters of effortful control exertion,"goal-gradient hypothesis, cognitive effort, drift diffusion model"
24050072,00_Unconscious prioritization for face-to-face people,"information integration, unconscious processing, facingness"
24050073,00_Whether and how to regulate: Emotion regulation in negative-feedback situations,"negative feedback, distraction, reappraisal, emotion-regulation choice, goals"
24050074,00_Judging robot ability: How people form implicit and explicit impressions of robot competence,"competence impression, impression updating, implicit social cognition, human–robot interaction"
24050075,00_A lifespan study of the confidence–accuracy relation in working memory and episodic long-term memory,"working memory, long-term memory, metamemory, childhood development, adult aging"
24050076,00_Processing of fearful faces exhibits characteristics of subcortical functions,"subcortical pathway, fear processing, low spatial frequency, monocular neurons, nasal–temporal asymmetry"
24050077,00_People’s beliefs about pronouns reflect both the language they speak and their ideologies,"language, gender, race, essentialism, social dominance orientation"
24050078,00_People constrain their semantic associations when talking to both friends and strangers,"conversation, accommodation, common ground, topic modeling, semantic associations"
24050079,00_Highly memorable images are more readily perceived,"image memorability, detection, statistical regularity, templates"
24050080,00_Reputational costs of receptiveness: When and why being receptive to opposing political views backfires,"receptiveness, partisan identity, political polarization, prototypicality, morality"
24050081,00_Evidence for an event-integration window: A cognitive temporal window supports flexible integration of multimodal events,"event perception, learning, multimodal integration, psychological present"
24050082,00_How theory of mind leads to positive first impressions,"theory of mind, social cognition, cooperation, social behavior, first impressions"
24050083,"00_The presence of fear: How subjective fear, not physiological changes, shapes the experience of presence","emotion, virtual reality, fear, presence, psychophysiology"
24050084,00_A general ability for judging simple and complex ensembles,"ensemble perception, individual differences, object recognition"
24050085,00_Language diversity across home and work contexts differentially impacts age- and menopause-related declines in cognitive control in healthy females,"females, menopause, bilingualism, language diversity, cognitive control"
24050086,00_Affective prediction errors in persistence and escalation of aggression,"harm aversion, learning, affective prediction errors, intergroup aggression"
24050087,00_Attention to object categories: Selection history determines the breadth of attentional tuning during real-world object search,"visual search, category search, selective attention, selection history"
24050088,00_Biased memory retrieval in the service of shared reality with an audience: The role of cognitive accessibility,"shared reality, motivated memory bias, cognitive accessibility, communication, sayingis-believing paradigm"
24050089,00_Uncertainty-modulated attentional capture: Outcome variance increases attentional priority,"attention, information seeking, reward, uncertainty"
24050090,00_Tango of control: The interplay between proactive and reactive control,"dual mechanism of control model, proactive and reactive control, spatial Stroop task, trial-level list-wide and item-specific proportion congruency manipulation, contingency"
24050091,00_The time course of encoding specific and gist episodic memory representations among young and older adults,"adult aging, specificity, gist, episodic memory, speed of processing"
24050092,00_Reading a graph is like reading a paragraph,"data visualization, capacity limits, communication"
24050093,00_Motives matter more with age: Adult age differences in response to sociomoral violations,"aging, moral judgments, emotions, sociomoral violations"
24050094,"00_Ghosting: Social rejection without explanation, but not without care","ghosting, social rejection, social connection, self-other differences, prosocial motivation"
24050095,00_Everyday amnesia: Residual memory for high confidence misses and implications for decision models of recognition,"everyday amnesia, forgetting, unequal variance signal detection model, dual-process signal detection model, recognition memory"
24050096,00_The magnitude of the testing effect is independent of retrieval practice performance,"testing effect, retrieval practice, response deadline, individual difference, learning and memory"
24050097,00_Exploring variability in risk taking with large language models,"decision making, risk, individual differences, computational models, artificial intelligence"
24050098,00_The contribution of auditory imagery and visual rhythm perception to sensorimotor synchronization with external and imagined rhythm,"sensorimotor synchronization, auditory imagery, visual rhythm perception, musicality, visual imagery"
24050099,00_Task switch costs scale with dissimilarity between task rules,"task switch, task representation, cognitive control, cognitive map"
24050100,00_Is it personal or is it social? The interaction of knowledge domain and statistical evidence in U.S. and Chinese preschoolers’ social generalizations,"social cognition, cultural differences, social generalizations, statistical inference, rational learning"
24050101,00_The exaggerated benefits of failure,"motivation, failure, success, misprediction, policy reform"
24050102,00_Aging impairs reactive attentional control but not proactive distractor inhibition,"aging, inhibition, visual search, distractor suppression, attention capture"
24050103,00_Malleable national collective memories among Black and White Americans,"collective memory, racial identity, charter events, mnemonic malleability, mnemonic inertia"
24050104,00_Signatures of individuation across objects and events,"object, event, individuation, ontological categories, boundedness"
24050105,00_Intuitive network topology,"topology, geometry, spatial perception, spatial cognition, relations"
24050106,00_Contextual coherence increases perceived numerosity independent of semantic content,"numerosity perception, approximate number system, coherence, object, natural statistics"
24050107,00_Interdependent versus independent inconsistency: Cultural differences in how East Asian and Western people attribute hypocrisy,"hypocrisy, inconsistency, moral judgment, culture, independent vs. interdependent self"
24050108,00_Feedback exercises boost discernment of misinformation for gamified inoculation interventions,"misinformation, gamification, inoculation theory, fake news, feedback"
24050109,00_Combining forecasts from advisors: The impact of advice independence and verbal versus numeric format,"forecasting, verbal probabilities, advice independence, predictions"
24050110,00_The presence of diversity initiatives leads to increased pro-White hiring decisions among conservatives,"diversity initiatives, political ideology, hiring decisions, race, discrimination"
24050111,00_Tool-sensed object information effectively supports vision for multisensory grasping,"multisensory integration, grasping, haptics, vision, tool use"
24050112,00_Modeling confidence in causal judgments,"causal judgment, counterfactual thinking, metacognition, confidence"
24050113,00_Independent influences of movement distance and visual distance on Fitts’ law,"adaptation, Fitts’ Law, speed–accuracy trade-off, motor behavior, skill learning"
24050114,00_Where should I search next? Messages embedded in storybooks influence children’s strategic exploration in Turkey and the United States,"explore-exploit trade-off, cognitive development, curiosity, children, active learning"
24050115,00_What makes working memory work? A multifaceted account of the predictive power of working memory capacity,"working memory, long-term memory, attention control, fluid intelligence, reading comprehension"
24050116,00_Cross-cultural conceptions of third-party intervention across childhood,"child development, punishment, obligations, norm enforcement, cross-cultural"
24050117,00_Spontaneous path tracing in task-irrelevant mazes: Spatial affordances trigger dynamic visual routines,"visual routines, spatial affordances, navigational affordances, curve tracing, path tracing"
24050118,00_The haves and have-nots: Infants use wealth to guide social behavior and evaluation,"infant development, social cognition, socioeconomic status, wealth"
24050119,"00_When the personal and the collective intersects: Memory, future thinking, and perceived agency during the COVID-19 pandemic","future thinking, collective memory, perceived agency, valence, COVID-19"
24050120,00_Theta-band neural oscillations reflect cognitive control during language processing,"cognitive control, language processing, electroencephalography, sentence comprehension, theta oscillations"
24050121,00_Discrediting health disinformation sources: Advantages of highlighting low expertise,"misinformation, disinformation, source credibility, cancer, vaccines"
24050122,00_Intentional learning establishes multiple attentional sets that simultaneously guide attention,"intentional learning, attentional set, attentional guidance, N2 posterior contralateral, late positive complex"
24050123,"00_Learning from failure: The roles of self-focused feedback, task expectations, and subsequent instruction","feedback valence, task expectations, failure, learning, productive failure"
24050124,00_Culture shapes moral reasoning about close others,"morality, culture, interpersonal relationships, social norms"
24050125,00_The role of perceptual and word identification spans in reading efficiency: Evidence from hearing and deaf readers,"reading, eye movements, perceptual span, word identification span, deaf readers"
24050126,00_Differences in biological motion perception associated with hearing status and age of signed language exposure,"American Sign Language, biological motion perception, hearing status, age of acquisition, point-light display"
24050127,00_Watching hands move enhances learning from concrete and dynamic visualizations,"embodied cognition, multimedia learning, dynamic visualization, sensorimotor engagement, data science education"
24050128,00_Fast-forward to boredom: How switching behavior on digital media makes people more bored,"boredom, enjoyment, media use, media multitasking, attention"
24050129,00_Contributions of tactile information to the sense of agency and its metacognitive representations,"sense of agency, tactile information, motor metacognition, action–outcome, metacognition"
24050130,00_“Visual verbs”: Dynamic event types are extracted spontaneously during visual perception,"event types, event perception, categorical perception, change detection"
24050131,00_No evidence for unconscious initiation and following of arithmetic rules: A replication study,"replication, unconscious processing, arithmetic, visual masking, integration"
24050132,00_Girls persist more but divest less from ineffective teaching than boys,"exploration, gender differences, informant reliability, innovation, people-pleasing"
24050133,00_Numerical comparison is spatial—Except when it is not,"numerical distance effect, numerical cognition, numerical comparison, simultaneous comparison task, comparison to standard task"
24050134,"00_When politics trumps truth: Political concordance versus veracity as a determinant of believing, sharing, and recalling the news","fake news, partisan bias, confirmation bias, objectivity illusion, cognitive reflection"
24050135,00_Older yet sharp: No general age-related decline in focusing attention,"cognitive aging, attention, working memory, Bayesian mixed-effects models, orienting"
24050136,00_Social contagion of challenge-seeking behavior,"social contagion, challenge-seeking, mastery behavior, achievement motivation"
24050137,00_First impressions or good endings? Preferences depend on when you ask,"reward, preferences, memory, valuation, decision making"
24050138,00_Group-based reputational incentives can blunt sensitivity to societal harms and benefits,"conflict, groups, reputation, judgment and decision making, affect"
24050139,00_You can’t dismantle what you don’t recognize: The effect of learning critical Black history in healthcare on perspective-taking,"perspective-taking, Black history, healthcare, health equity, racism"
24050140,00_Recognizing the beauty in diversity: Exposure to body-positive content on social media broadens women’s concept of ideal body weight,"diversity, body positivity, body shape, body ideals, social media"
24050141,"00_United States–China differences in cognition and perception across 12 tasks: Replicability, robustness, and within-culture variation","replication, cross-cultural differences, cognition, perception, United States–China comparison"
24050142,00_Infants’ visual attention to own-race and other-race faces is moderated by experience with people of different races in their daily lives,"infant cognition, perception, race, diversity, social networks"
24050143,00_Expectations of intergroup empathy bias emerge by early childhood,"child development, empathy, intergroup biases, Schadenfreude"
24050144,00_Contextual influences on individual targets’ perceived contributions to group diversity,"diversity, context, representation, social perception"
24050145,00_A near-mint view toward integration: Are adolescents more inclusive than adults?,"integration, Attitudes Toward Migrant Integration Policies, adolescents, parents, teachers"
24050146,00_Can I see myself there? How Black potential applicants use diversity cues to learn about graduate program climate,"racial diversity, identity safety cues, faculty representation, graduate school applications, higher education"
24050147,00_Attributions to discrimination in multiracial contexts: Isolating the effect of target group membership,"prototypes of discrimination, attributions to discrimination, diversity science"
24050148,00_Too old to be a diversity hire: Choice bundling shown to increase gender-diverse hiring decisions fails to increase age diversity,"hiring decisions, aging, diversity, decision making"
24050149,00_Impact of Duchenne and non-Duchenne smiles on perceived trustworthiness of Black and White faces: A Black perspective,"intergroup relations, face processing, emotion recognition, trustworthiness, smiles"
24050150,00_Does governmental corruption aid or hamper early moral development? Insights from the Dominican Republic and United States contexts,"reciprocity, moral development, culture, corruption, Latin America"
24050151,"00_The development of social essentialist reasoning in Iran: Insight into biological perception, cultural input, and motivational factors","social essentialism, biology, culture, motivation, Iran"
24050152,00_Infants and toddlers in the United States with more close relationships have larger vocabularies,"family structure, social networks, vocabulary, socioeconomic status, child development"
24050153,00_Eliciting cognitive consistency increases acceptance of implicit bias,"bias awareness and education, cognitive consistency, implicit bias, Implicit Association Test, race bias"
24050154,00_Sexual orientation as a contextual frame for attractiveness judgments,"attractiveness, sexual orientation, face perception"
24050155,"00_Learning linguistic diversity: Listeners have race-based linguistic expectations, but only for phonological variation","sociolinguistic learning, social cognition, speech perception"
24050156,00_Flexibility in continuous judgments of gender/sex and race,"social cognition, categorization, face perception, gender/sex, race"
24050157,00_Children’s language-based pedagogical preferences in a multilingual society,"language biases, social learning, children, social status, multilingual"
24050158,00_Can selecting the most qualified candidate be unfair? Learning about socioeconomic advantages and disadvantages reduces the perceived fairness of meritocracy and increases support for socioeconomic diversity initiatives in organizations,"economic inequality, meritocracy, socioeconomic diversity, policy making"
24050159,00_Probing the impact of exposure to diversity on infants’ social categorization,"infancy, diversity, social categorization, bilingualism"
24050160,00_Race effects on impression formation in social interaction: An instrumental learning account,"prejudice, reinforcement, learning, social, computational"
24050161,00_Loyalty from a personal point of view: A cross-cultural prototype study of loyalty,"loyalty, honesty, prototype analysis, cross-cultural comparison, moral judgment"
24050162,00_Assessing the effects of “native speaker” status on classic findings in speech research,"spoken word recognition, speech perception, native speaker"
24050163,00_Analytic racecraft: Race-based averages create illusory group differences in perceptions of racism,"racist discourse, immigrants, disagreement, racecraft, variance component analysis"
24050164,00_Early developmental insights into the social construction of race,"race, categorization, development, culture"
24050165,"00_Reconciling opposing effects of emotion on relational memory: Behavioral, eye-tracking, and brain imaging investigations","arousal, associative memory, contextual memory, recollection, functional magnetic resonance imaging"
24050166,00_The curve of control: Nonmonotonic effects of task difficulty on cognitive control,"cognitive control, task difficulty, motivational intensity"
24050167,00_Unclearly immoral: Low self-concept clarity increases moral disengagement,"self-concept clarity, moral disengagement, morality, ethics, self"
24060001,00_Differential deficits in social versus monetary reinforcement learning in schizophrenia: Associations with facial emotion recognition,"schizophrenia, reinforcement learning, emotion recognition, social pleasure"
24060002,00_Are central eating disorder network symptoms sensitive to item selection and sample? Implications for conceptualization of eating disorder psychopathology from a network perspective,"eating disorders, network analysis, network theory, ecological momentary assessment, intensive longitudinal data"
24060003,00_Do emotion regulation difficulties in depression extend to social context? Everyday interpersonal emotion regulation in current and remitted major depressive disorder,"interpersonal emotion regulation, social sharing, major depressive disorder, remitted depression, experience sampling"
24060004,"00_Acute dissociation as part of the defense cascade: Associations with behavioral, autonomic, and experiential threat responses in posttraumatic stress disorder","dissociation, posttraumatic stress disorder, eye-tracking, stabilometry, psychophysiology"
24060005,00_Neurocognitive risk phenotyping to predict mood symptoms in adolescence,"mood disorders, cognitive functioning, adolescent"
24060006,00_Altered attentional processing of facial expression features in severe alcohol use disorder: An eye-tracking study,"alcohol use disorder, social cognition, emotion recognition, eye-tracking, attention"
24060007,00_Longitudinal dynamics between anxiety and depression in bipolar spectrum disorders,"bipolar disorder, anxiety, depression, longitudinal, dynamic structural equation modeling (DSEM)"
24060008,00_Depressive symptoms as a heterogeneous and constantly evolving dynamical system: Idiographic depressive symptom networks of rapid symptom changes among persons with major depressive disorder,"major depressive disorder, ecological momentary assessment, time series, network analysis, symptom dynamics"
24060009,00_The affective benefits of real-world exploration during the COVID-19 pandemic,"COVID-19, geolocation tracking, positive emotion, exploration; anxiety"
24060010,00_Prospective examination of mechanisms linking minority stress and anxious/depressed affect at the event level: The roles of emotion regulation strategies and proximal minority stressors,"sexual minority, anxiety, depression, emotion regulation strategies, minority stress"
24060011,00_Posttraumatic symptoms and poor sleep are independent pathways to agency disruptions and dissociation: A longitudinal study with objective sleep assessment,"dissociation, sense of agency, posttraumatic stress disorder, complex trauma, sleep quality"
24060012,00_Daily prediction of inpatient suicide attempts using routinely collected theory-driven data,"interpersonal theory of suicide, wish to live, hopelessness, dynamic structural equation modeling, network modeling"
24060013,00_The hierarchical taxonomy of psychopathology in clinical high risk for psychosis: Validation and extension,"psychosis risk, transdiagnostic, dimensions, comorbidity, factor analysis"
24060014,00_Heightened neural reward responsiveness functions as a plasticity factor moderating the association between childhood emotional abuse and young adult depressive symptoms: Evidence of differential susceptibility,"emotional abuse, depression, reward responsiveness, event-related potentials, differential susceptibility"
24060015,00_“Terminal anorexia nervosa” may not be terminal: An empirical evaluation,"terminal anorexia nervosa, anorexia nervosa, eating disorder features"
24060016,00_Bidirectional relationship between intraindividual changes in behavioral activation and intraindividual changes in postpartum depressive symptoms: A random intercept cross-lagged panel model,"postpartum, depression, behavioral activation, random intercept cross-lagged panel model"
24060017,00_State and trait cognitions differentially affect cyclicity of mood and cortisol in individuals with and without premenstrual dysphoric disorder,"premenstrual dysphoric disorder, menstrual cycle, rumination, mindfulness, cortisol"
24060018,"00_Systemic White supremacy: U.S. state policy, policing, discrimination, and suicidality across race and sexual identity","racial health disparities, LGBTQ communities, police discrimination, suicidal ideation, suicide attempt"
24060019,00_The effects of family support and smartphone-derived homestay on daily mood and depression among sexual and gender minority adolescents,"sexual and gender minority, adolescent, depression, geolocation, experience sampling method"
24060020,00_An experimental examination of appearance-related safety behaviors in a clinical sample of women,"appearance concerns, safety behaviors, body dysmorphic disorder, social anxiety disorder, eating disorders"
24060021,"00_Prevalence, phenomenology, and impact of misophonia in a nationally representative sample of U.S. adults","misophonia, prevalence, impairment, phenomenology, sound sensitivity"
24060022,00_The challenge of learning adaptive mental behavior,"behavior modification, computational modeling, meta-control, reinforcement-learning, perseverative thinking"
24060023,00_A panel network analysis of posttraumatic stress disorder and obsessive-compulsive disorder symptoms across the perinatal period,"postpartum period, pregnancy, posttraumatic stress disorder, obsessive-compulsive disorder, network analysis"
24060024,00_Disrupted coherence between autonomic activation and emotional expression in individuals at clinical high risk for psychosis,"at-risk populations, psychosis, emotion, coherence"
24060025,00_Machine learning models for temporally precise lapse prediction in alcohol use disorder,"ecological momentary assessment, digital therapeutics, alcohol use disorder"
24060026,00_The dynamics of emotion-related impulsivity: An analysis of momentary self-efficacy and daily emotion-driven urges and actions via ecological momentary assessment,"emotion-related impulsivity, emotional control, transdiagnostic symptoms, ecological momentary assessment, emotion dynamics"
24060027,00_Affective motivations for substance misuse differentially relate to consideration of multiple costs during effortful decision making,"decision making, loss aversion, substance use, avoidance, motivation"
24060028,00_Application and expansion of an algorithm predicting attention-deficit/hyperactivity disorder and impairment in a predominantly White sample,"attention-deficit/hyperactivity disorder, machine learning, impairment, cognitive disengagement syndrome, executive function"
24060029,00_Two-year trajectories of anhedonia in adolescents at transdiagnostic risk for severe mental illness: Association with clinical symptoms and brain-symptom links,"anhedonia, depression, adolescence, neural reward function, heterogeneity"
24060030,00_Heart rate variability as a biomarker for transdiagnostic depressive and anxiety symptom trajectory in adolescents and young adults,"heart rate variability, transdiagnostic, depression, anxiety"
24070001,00_The consequences of heroization for exploitation,"exploitation, stereotype, health care, education, military"
24070002,00_Metamotivational beliefs about intrinsic and extrinsic motivation,"metamotivation, intrinsic motivation, extrinsic motivation, autonomous motivation, selfregulation"
24070003,"00_“Thanks, but no thanks”: Gratitude expression paradoxically signals distance","close relationships, emotion, expectations, gratitude expression, cultural differences"
24070004,00_Nature nurtures authenticity: Mechanisms and consequences,"nature, authenticity, autonomy need satisfaction, self-esteem, psychological well-being"
